last_name, first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
Urshela, Gio,570482,NYY,FF,4-Seamer,0.7,2,229,36.2,57,0.239,0.457,0.363,19.8,12.3,12.5,0.261,0.421,0.347,34.1
Abreu, José,547989,CWS,SIFT,Sinker,4,7,180,17.5,57,0.423,0.673,0.491,14.9,10.5,16.7,0.348,0.56,0.414,52.2
Brantley, Michael,488726,HOU,FF,4-Seamer,-0.4,-1,258,35.8,57,0.245,0.321,0.28,19.4,19.3,16.9,0.227,0.424,0.304,38.1
Eaton, Adam,594809,WSH,FF,4-Seamer,2.1,6,270,39.9,57,0.34,0.638,0.46,12.8,10.5,8.5,0.316,0.579,0.427,52.4
Adames, Willy,642715,TB,FF,4-Seamer,1.5,4,235,28.5,56,0.26,0.56,0.396,38.1,35.7,27.4,0.234,0.463,0.334,53.3
Hosmer, Eric,543333,SD,FF,4-Seamer,-0.1,0,203,35.6,56,0.294,0.49,0.356,15.2,16.1,17.6,0.291,0.559,0.377,48.8
Castellanos, Nick,592206,CIN,FF,4-Seamer,1.5,3,235,24.3,56,0.26,0.72,0.421,17.7,26.8,18.5,0.336,0.814,0.49,58.3
Biggio, Cavan,624415,TOR,SIFT,Sinker,4.2,8,192,17.3,56,0.391,0.652,0.507,14.8,14.3,17,0.31,0.463,0.398,42.1
Vázquez, Christian,543877,BOS,FF,4-Seamer,0.5,1,251,32.2,56,0.24,0.46,0.338,22,16.1,11.1,0.231,0.444,0.327,51.2
Moreland, Mitch,519048,SD,FF,4-Seamer,0.8,2,199,34.7,56,0.213,0.404,0.347,22.8,19.6,21.2,0.25,0.487,0.371,47.2
González, Erik,570481,PIT,FF,4-Seamer,0.2,0,227,34.3,56,0.306,0.49,0.348,30.9,28.6,28.1,0.284,0.511,0.376,58.3
Acuña Jr., Ronald,660670,ATL,FF,4-Seamer,-0.3,-1,285,32.5,56,0.2,0.378,0.334,37.3,42.9,24.2,0.194,0.462,0.355,66.7
Kemp, Tony,643393,OAK,FF,4-Seamer,-1,-2,178,43.6,56,0.244,0.333,0.32,6.4,8.9,12.2,0.238,0.326,0.314,16.7
Wendle, Joey,621563,TB,FF,4-Seamer,-0.6,-1,214,31.8,55,0.24,0.32,0.273,10.9,14.5,12.9,0.23,0.291,0.258,23.3
Grichuk, Randal,545341,TOR,FF,4-Seamer,0.3,1,248,29,55,0.286,0.592,0.392,15.4,23.6,21.3,0.272,0.604,0.397,59.5
Segura, Jean,516416,PHI,FF,4-Seamer,-0.2,0,227,27.6,55,0.2,0.356,0.321,30.4,23.6,20.3,0.25,0.425,0.361,46.9
Chapman, Matt,656305,OAK,FF,4-Seamer,1.9,4,235,36,55,0.286,0.816,0.477,37.8,30.9,24.3,0.255,0.698,0.423,56.3
Anderson, Tim,641313,CWS,FF,4-Seamer,2.8,7,252,32.1,55,0.46,0.82,0.575,29.4,18.2,19.2,0.398,0.772,0.51,55
Ramos, Wilson,467092,NYM,FF,4-Seamer,-3.4,-6,163,30.8,55,0.2,0.34,0.274,20.4,14.5,17,0.244,0.415,0.318,45.2
Kipnis, Jason,543401,CHC,FF,4-Seamer,0.7,2,227,38.3,54,0.286,0.452,0.392,21.4,25.9,20.6,0.171,0.316,0.289,33.3
Hernández, Enrique,571771,LAD,FF,4-Seamer,0,0,207,37.2,54,0.235,0.451,0.312,19.6,22.2,23.5,0.266,0.474,0.335,51.3
Choi, Ji-Man,596847,TB,FF,4-Seamer,-2,-4,195,32.8,54,0.196,0.348,0.287,34.4,37,29,0.116,0.215,0.214,37
France, Ty,664034,SEA,FF,4-Seamer,0.4,1,249,40.6,54,0.265,0.408,0.328,24.2,25.9,18.4,0.317,0.567,0.403,37.1
Báez, Javier,595879,CHC,FF,4-Seamer,-1.4,-4,258,28.4,54,0.269,0.442,0.306,40.2,48.1,31.3,0.185,0.351,0.239,48.1
Hernandez, Cesar,514917,CLE,SIFT,Sinker,0.2,0,213,19.8,54,0.306,0.429,0.37,12.1,20.4,21.6,0.317,0.455,0.367,55.3
d'Arnaud, Travis,518595,ATL,FF,4-Seamer,-0.9,-2,201,29.7,54,0.286,0.429,0.345,32.7,40.7,37.3,0.265,0.507,0.359,51.9
Ozuna, Marcell,542303,ATL,SL,Slider,-0.6,-1,249,23.2,54,0.146,0.313,0.248,51.2,38.9,28.4,0.177,0.392,0.287,40.7
Duvall, Adam,594807,ATL,FF,4-Seamer,2.4,5,219,27.4,53,0.326,0.652,0.467,16.2,11.3,9.2,0.321,0.707,0.465,45
Bryant, Kris,592178,CHC,FF,4-Seamer,0.1,0,192,32,53,0.227,0.318,0.333,32.3,24.5,20.6,0.217,0.384,0.331,35.5
Gordon, Alex,460086,KC,FF,4-Seamer,-2,-4,218,30.8,53,0.2,0.267,0.279,16.2,15.1,16.3,0.226,0.297,0.298,21.6
Dickerson, Corey,572816,MIA,FF,4-Seamer,-0.3,-1,328,38.1,53,0.25,0.521,0.376,29.6,26.4,15.9,0.247,0.531,0.359,44.1
Rojas, Miguel,500743,MIA,FF,4-Seamer,0.9,2,193,36.3,53,0.277,0.426,0.347,16.7,9.4,9.4,0.228,0.35,0.297,31
Torres, Gleyber,650402,NYY,FF,4-Seamer,-2.1,-4,194,28.9,53,0.2,0.289,0.286,17.4,15.1,16.3,0.217,0.366,0.316,32.4
Swanson, Dansby,621020,ATL,SL,Slider,0.9,2,224,21.1,53,0.22,0.38,0.28,42.7,35.8,22.6,0.186,0.308,0.238,29
Hiura, Keston,669374,MIL,SIFT,Sinker,-2.6,-5,181,18.3,52,0.186,0.186,0.246,29.8,21.2,30.6,0.233,0.32,0.321,27.3
Winker, Jesse,608385,CIN,FF,4-Seamer,0.2,1,253,32.3,52,0.262,0.429,0.374,35.3,28.8,22.7,0.28,0.491,0.399,51.9
Meadows, Austin,640457,TB,FF,4-Seamer,-1.1,-2,216,32.9,52,0.191,0.383,0.272,27.6,30.8,21.9,0.181,0.401,0.274,46.9
Rendon, Anthony,543685,LAA,SIFT,Sinker,2.9,5,190,21.4,52,0.349,0.698,0.486,3.9,7.7,9.5,0.349,0.672,0.475,59
Walker, Christian,572233,ARI,SL,Slider,3.2,6,199,20.7,52,0.326,0.587,0.426,34.7,21.2,17.7,0.3,0.568,0.399,47.2
Cruz, Nelson,443558,MIN,FF,4-Seamer,1.4,4,271,32,52,0.292,0.771,0.458,30.4,32.7,20.2,0.301,0.716,0.441,54.8
Soler, Jorge,624585,KC,FF,4-Seamer,2,4,198,26.8,52,0.28,0.54,0.36,19.5,30.8,27.1,0.27,0.562,0.358,58.8
Ahmed, Nick,605113,ARI,SL,Slider,-0.5,-1,194,23.3,52,0.191,0.319,0.264,34,23.1,17.4,0.2,0.295,0.26,31.4
O'Hearn, Ryan,656811,KC,FF,4-Seamer,1.8,4,197,35.2,52,0.25,0.35,0.362,21.3,21.2,19.3,0.28,0.475,0.408,51.7
Laureano, Ramón,657656,OAK,SL,Slider,-2.6,-5,207,23.1,52,0.085,0.128,0.15,42.9,38.5,27,0.14,0.238,0.214,22.2
Molina, Yadier,425877,STL,FF,4-Seamer,-1,-2,189,33.9,51,0.304,0.37,0.337,21.1,15.7,13.3,0.294,0.426,0.346,31.6
Pujols, Albert,405395,LAA,FF,4-Seamer,1.4,3,199,32,51,0.267,0.578,0.38,15.2,11.8,15.8,0.29,0.577,0.39,35
Trout, Mike,545361,LAA,SIFT,Sinker,2,4,192,18.8,51,0.311,0.556,0.425,18.2,17.6,18.8,0.379,0.666,0.471,55.6
Newman, Kevin,621028,PIT,FF,4-Seamer,0.2,0,190,28.7,51,0.25,0.341,0.335,3.3,3.9,4.3,0.284,0.432,0.36,50
O'Neill, Tyler,641933,STL,FF,4-Seamer,-2.1,-4,187,30.1,51,0.114,0.409,0.277,30.8,25.5,26,0.169,0.485,0.325,64.5
Alberto, Hanser,593643,BAL,SIFT,Sinker,-3.6,-5,133,17.5,50,0.255,0.319,0.265,15.3,8,16,0.258,0.318,0.267,25
Duvall, Adam,594807,ATL,SL,Slider,-1.6,-3,172,21.6,50,0.125,0.438,0.264,48.5,48,40,0.137,0.428,0.248,45.8
Kiner-Falefa, Isiah,643396,TEX,SIFT,Sinker,0.3,0,141,17.6,50,0.348,0.37,0.369,9.4,2,4.2,0.267,0.315,0.295,24.4
Riley, Austin,663586,ATL,FF,4-Seamer,0,0,188,24.3,50,0.267,0.378,0.322,28.2,26,24.5,0.283,0.455,0.353,37.5
Bohm, Alec,664761,PHI,FF,4-Seamer,-0.4,-1,206,31.2,50,0.244,0.415,0.342,24.7,24,21.8,0.218,0.477,0.35,53.3
Paredes, Isaac,670623,DET,FF,4-Seamer,1.8,3,148,33,50,0.319,0.426,0.348,9.2,20,24.4,0.279,0.366,0.304,32.4
Schoop, Jonathan,570731,DET,FF,4-Seamer,1.9,4,197,31.6,50,0.311,0.511,0.391,24.2,24,20.7,0.245,0.37,0.292,41.2
Machado, Manny,592518,SD,SIFT,Sinker,4.9,7,152,16.2,50,0.432,0.682,0.509,11.7,8,12.9,0.328,0.503,0.388,46.3
Canó, Robinson,429664,NYM,FF,4-Seamer,3.7,8,214,35.4,50,0.468,0.809,0.54,9.1,12,10.9,0.404,0.646,0.462,54.8
Hicks, Aaron,543305,NYY,SIFT,Sinker,2.2,3,162,17.6,49,0.35,0.625,0.466,18.8,14.3,29.2,0.3,0.516,0.41,48.5
Encarnación, Edwin,429665,CWS,FF,4-Seamer,-2.3,-5,238,30.1,49,0.075,0.15,0.224,31.9,26.5,18.3,0.123,0.308,0.272,29.6
Turner, Trea,607208,WSH,SIFT,Sinker,4,8,190,18.4,49,0.4,0.911,0.558,15.5,0,0,0.358,0.676,0.46,46.7
Taylor, Chris,621035,LAD,SL,Slider,-2.6,-5,203,23.7,49,0.109,0.261,0.187,44.8,38.8,26.8,0.189,0.369,0.264,44.4
Riley, Austin,663586,ATL,SIFT,Sinker,-1.1,-2,176,22.8,49,0.295,0.409,0.346,13.5,14.3,17.1,0.281,0.371,0.327,54.1
Anderson, Brian,605119,MIA,SL,Slider,-1.4,-3,186,20.9,49,0.136,0.227,0.211,42,32.7,24.6,0.118,0.192,0.19,25
Chavis, Michael,656308,BOS,FF,4-Seamer,-1.5,-4,236,37.9,49,0.214,0.429,0.303,27.9,30.6,20.8,0.272,0.463,0.352,48.3
Cruz, Nelson,443558,MIN,SL,Slider,-0.6,-1,214,25.3,49,0.205,0.341,0.281,52,38.8,31.1,0.185,0.302,0.257,36
Marte, Starling,516782,MIA,SL,Slider,1.6,3,181,19.2,49,0.295,0.318,0.34,40.8,28.6,21.9,0.224,0.326,0.269,41.9
LeMahieu, DJ,518934,NYY,SIFT,Sinker,1.4,3,192,23.2,49,0.341,0.585,0.45,8.3,6.1,6.8,0.264,0.36,0.335,41
Correa, Carlos,621043,HOU,SL,Slider,0.6,1,196,22.5,49,0.25,0.318,0.313,30.3,24.5,18.5,0.2,0.248,0.247,31.3
Choo, Shin-Soo,425783,TEX,FF,4-Seamer,0.2,0,195,37.3,49,0.27,0.459,0.379,27.8,20.4,17.2,0.216,0.378,0.333,31
Santana, Carlos,467793,CLE,SIFT,Sinker,1,2,197,17.5,48,0.229,0.457,0.404,13,12.5,14.3,0.324,0.583,0.455,46.7
Freeman, Freddie,518692,ATL,SL,Slider,-0.4,-1,217,21.3,48,0.231,0.359,0.338,24,18.8,11.7,0.252,0.413,0.361,50
Castro, Willi,650489,DET,FF,4-Seamer,1.3,2,195,36.5,48,0.366,0.488,0.4,34,27.1,19.1,0.301,0.437,0.357,20
Stewart, DJ,621466,BAL,FF,4-Seamer,-1.6,-3,206,41.7,48,0.057,0.229,0.273,37.4,43.8,26.9,0.083,0.186,0.271,42.9
Santana, Carlos,467793,CLE,SL,Slider,-1.5,-3,207,18.4,48,0.103,0.179,0.229,27.6,18.8,12.7,0.222,0.37,0.335,33.3
Duvall, Adam,594807,ATL,SIFT,Sinker,-0.6,-1,154,19.3,48,0.244,0.463,0.357,9,14.6,21.9,0.252,0.559,0.39,32.4
Davis, J.D.,605204,NYM,SIFT,Sinker,-0.9,-2,178,18.7,48,0.275,0.375,0.339,23,20.8,17.5,0.289,0.436,0.365,45.2
Lindor, Francisco,596019,CLE,SIFT,Sinker,-0.2,0,182,16.3,48,0.341,0.477,0.384,16.5,10.4,11.6,0.237,0.4,0.306,51.3
Buxton, Byron,621439,MIN,FF,4-Seamer,-1.6,-3,168,37.9,48,0.159,0.364,0.229,24.3,29.2,29.8,0.207,0.451,0.279,46.9
Rizzo, Anthony,519203,CHC,SIFT,Sinker,0.2,0,195,19.8,48,0.22,0.39,0.343,6.8,8.3,8.9,0.326,0.449,0.389,43.2
Gurriel Jr., Lourdes,666971,TOR,SL,Slider,2.3,4,160,19.2,48,0.333,0.556,0.404,28.4,16.7,14.5,0.305,0.518,0.362,44.7
Lindor, Francisco,596019,CLE,SL,Slider,-1.5,-3,195,17.4,48,0.122,0.293,0.249,34.3,33.3,16.5,0.22,0.361,0.312,44
Margot, Manuel,622534,TB,FF,4-Seamer,-2.5,-5,193,33.1,48,0.244,0.244,0.29,18.6,18.8,18.4,0.259,0.421,0.35,34.4
Murphy, Daniel,502517,COL,FF,4-Seamer,-0.5,-1,190,39,48,0.271,0.458,0.311,14.7,22.9,23.4,0.282,0.477,0.321,32.4
Barnes, Austin,605131,LAD,FF,4-Seamer,-1.3,-2,168,43.1,48,0.243,0.27,0.314,20.2,12.5,15,0.207,0.256,0.294,33.3
Hernández, Teoscar,606192,TOR,FF,4-Seamer,2.4,6,237,28.2,48,0.364,0.886,0.552,28,25,16.7,0.34,0.876,0.515,78.1
Lewis, Kyle,641786,SEA,SL,Slider,0.7,1,188,19.1,47,0.25,0.386,0.321,39,31.9,26.8,0.222,0.35,0.274,27.6
Frazier, Adam,624428,PIT,SIFT,Sinker,-1.3,-2,155,17.5,47,0.261,0.435,0.306,8.7,12.8,15.8,0.279,0.419,0.309,32.5
Solak, Nick,669256,TEX,SL,Slider,-0.9,-2,184,20.6,47,0.227,0.273,0.236,24.1,17,13.6,0.249,0.328,0.284,27
Marte, Starling,516782,MIA,SIFT,Sinker,-1.6,-3,181,19.2,47,0.222,0.311,0.27,16.1,17,17.4,0.199,0.244,0.217,27
Martinez, J.D.,502110,BOS,SL,Slider,-1.6,-3,163,18.2,47,0.186,0.326,0.259,36.8,27.7,26,0.215,0.387,0.292,40
Segura, Jean,516416,PHI,SL,Slider,-1,-2,170,20.7,47,0.279,0.349,0.312,28.9,19.1,20,0.269,0.387,0.317,38.2
Alberto, Hanser,593643,BAL,SL,Slider,-1.8,-3,156,20.5,47,0.222,0.289,0.274,23.1,21.3,21.3,0.201,0.257,0.211,11.1
Polanco, Jorge,593871,MIN,SIFT,Sinker,-2.6,-3,131,14.5,47,0.283,0.304,0.271,10.9,17,25,0.296,0.408,0.315,28.9
Goldschmidt, Paul,502671,STL,SL,Slider,-0.7,-2,227,23.2,47,0.231,0.256,0.284,34.1,19.1,12.3,0.206,0.243,0.274,29
Acuña Jr., Ronald,660670,ATL,SIFT,Sinker,2.3,4,184,21,47,0.303,0.727,0.509,18.8,17,17,0.312,0.689,0.5,52
Conforto, Michael,624424,NYM,SIFT,Sinker,3.9,6,146,15.7,47,0.256,0.59,0.45,14.8,21.3,24.4,0.331,0.703,0.478,51.7
Braun, Ryan,460075,MIL,FF,4-Seamer,3.3,5,146,29.4,46,0.333,0.667,0.445,23.5,15.2,19.4,0.353,0.668,0.45,48.6
Bader, Harrison,664056,STL,FF,4-Seamer,-0.9,-2,175,33.5,46,0.229,0.486,0.379,32,34.8,30.2,0.182,0.45,0.366,50
Giménez, Andrés,665926,NYM,FF,4-Seamer,-1.4,-3,179,35.7,46,0.244,0.439,0.32,20.8,19.6,16.7,0.228,0.376,0.288,33.3
Gardner, Brett,458731,NYY,FF,4-Seamer,-1.1,-3,225,34.5,46,0.237,0.342,0.329,20.7,23.9,22,0.219,0.39,0.333,55.6
Miller, Brad,543543,STL,FF,4-Seamer,2.2,4,198,28.1,46,0.243,0.568,0.408,46.6,34.8,29.6,0.239,0.482,0.379,47.6
Reyes, Franmil,614177,CLE,SIFT,Sinker,1.7,3,196,20,46,0.4,0.55,0.451,14.3,8.7,10,0.331,0.449,0.385,36.1
Bote, David,623520,CHC,FF,4-Seamer,2.1,5,228,38.1,46,0.237,0.5,0.376,24.7,15.2,12.1,0.279,0.504,0.395,54.8
Pollock, AJ,572041,LAD,SL,Slider,-0.9,-1,161,21.6,46,0.163,0.326,0.242,34.7,32.6,29.4,0.196,0.341,0.243,37.9
Murphy, Sean,669221,OAK,FF,4-Seamer,-0.4,-1,184,31.5,46,0.235,0.676,0.458,21.8,17.4,14.5,0.212,0.556,0.414,53.8
Goldschmidt, Paul,502671,STL,SIFT,Sinker,1.2,2,199,20.3,46,0.314,0.429,0.413,15.9,15.2,11.7,0.299,0.455,0.413,42.9
Gurriel, Yuli,493329,HOU,SIFT,Sinker,-4.7,-6,136,17.2,46,0.209,0.279,0.214,5.9,6.5,13.6,0.261,0.329,0.294,40.5
Smith, Will,669257,LAD,FF,4-Seamer,1.5,3,216,35.4,46,0.278,0.694,0.451,16.9,19.6,16.4,0.298,0.614,0.45,71.4
Hiura, Keston,669374,MIL,SL,Slider,-1.3,-2,197,19.9,46,0.209,0.372,0.297,48.6,41.3,30.6,0.184,0.333,0.25,37.5
Walker, Christian,572233,ARI,SIFT,Sinker,2.1,3,150,15.6,46,0.27,0.568,0.424,11.7,8.7,9.8,0.314,0.612,0.436,55.9
O'Neill, Tyler,641933,STL,SL,Slider,-0.1,0,171,27.5,46,0.238,0.452,0.327,43.8,34.8,21.3,0.187,0.353,0.268,26.9
Yelich, Christian,592885,MIL,SIFT,Sinker,-0.9,-2,201,18.3,45,0.184,0.368,0.326,22.6,31.1,26.4,0.243,0.415,0.346,58.3
Olson, Matt,621566,OAK,CH,Changeup,-1.9,-3,144,14.4,45,0.214,0.381,0.283,13.6,17.8,22.2,0.288,0.52,0.366,50
La Stella, Tommy,600303,OAK,SIFT,Sinker,-0.6,-1,180,19.1,45,0.222,0.5,0.373,6.2,2.2,3.6,0.308,0.445,0.393,38.9
Longoria, Evan,446334,SF,SL,Slider,-2.2,-4,180,22.7,45,0.205,0.25,0.211,32.5,28.9,21.3,0.219,0.295,0.233,25.8
Tatis Jr., Fernando,665487,SD,SL,Slider,-1.1,-2,171,17.3,45,0.205,0.333,0.292,46.3,28.9,22.8,0.217,0.357,0.305,50
González, Erik,570481,PIT,SL,Slider,2.8,5,160,24.2,45,0.289,0.489,0.332,46.1,33.3,27.8,0.261,0.443,0.302,43.3
Odor, Rougned,596059,TEX,FF,4-Seamer,1.1,2,188,31.6,45,0.205,0.487,0.327,26.2,33.3,20.8,0.165,0.409,0.294,32
García, Luis,671277,WSH,FF,4-Seamer,-0.7,-1,152,30.1,45,0.273,0.432,0.312,15.6,20,23.1,0.248,0.409,0.291,22.9
Hernandez, Cesar,514917,CLE,SL,Slider,0.9,1,162,15.1,45,0.244,0.463,0.334,32.9,37.8,23.9,0.208,0.428,0.305,33.3
Story, Trevor,596115,COL,SIFT,Sinker,2.5,4,166,16,45,0.366,0.61,0.461,12.5,11.1,13.2,0.36,0.605,0.436,55.6
Pederson, Joc,592626,LAD,FF,4-Seamer,1.7,3,181,32.9,45,0.275,0.75,0.452,27.3,24.4,20.8,0.272,0.675,0.425,48.3
Tatis Jr., Fernando,665487,SD,SIFT,Sinker,2.3,5,203,20.5,45,0.293,0.585,0.399,16.1,15.6,16.3,0.362,0.622,0.445,61.8
Lindor, Francisco,596019,CLE,CH,Changeup,0.6,1,177,15.8,45,0.268,0.341,0.326,17,0,0,0.321,0.43,0.358,29.3
Bogaerts, Xander,593428,BOS,SL,Slider,-1.5,-3,171,17.7,45,0.214,0.357,0.274,34.2,28.9,21,0.161,0.328,0.237,24.1
Naquin, Tyler,571980,CLE,FF,4-Seamer,-0.4,-1,215,41.1,45,0.214,0.381,0.282,37.6,40,26.1,0.207,0.374,0.273,58.3
Laureano, Ramón,657656,OAK,SIFT,Sinker,1.9,3,141,15.8,45,0.297,0.486,0.401,7,8.9,19,0.349,0.534,0.437,36.4
Piscotty, Stephen,572039,OAK,SL,Slider,-0.1,0,134,22.8,45,0.238,0.333,0.263,41.5,33.3,34.9,0.248,0.365,0.278,25
Gurriel, Yuli,493329,HOU,SL,Slider,-2.3,-3,144,18.3,44,0.2,0.425,0.269,30.1,18.2,19,0.193,0.324,0.238,29.4
Grisham, Trent,663757,SD,SL,Slider,-2,-3,150,14.3,44,0.205,0.308,0.265,41.2,40.9,31.6,0.225,0.302,0.273,45.5
Ramírez, José,608070,CLE,SL,Slider,1.4,3,209,18.2,44,0.237,0.474,0.374,18.8,25,13.8,0.206,0.371,0.305,40.7
Myers, Wil,571976,SD,SL,Slider,5.6,9,168,19.9,44,0.4,0.9,0.556,37.5,31.8,23.7,0.297,0.716,0.443,50
Fletcher, David,664058,LAA,SL,Slider,-0.9,-1,147,16.2,44,0.171,0.268,0.224,13.2,13.6,10.2,0.258,0.329,0.287,11.4
Grisham, Trent,663757,SD,CH,Changeup,-2.6,-4,136,13,44,0.167,0.262,0.208,24.6,29.5,28.9,0.148,0.217,0.181,27.6
Segura, Jean,516416,PHI,SIFT,Sinker,2.9,6,187,22.8,44,0.35,0.6,0.452,9.2,15.9,14.9,0.275,0.489,0.359,51.5
McCutchen, Andrew,457705,PHI,SL,Slider,-0.3,-1,191,19.6,44,0.167,0.361,0.292,29.7,22.7,16.1,0.192,0.344,0.305,22.2
Rendon, Anthony,543685,LAA,SL,Slider,0.8,1,173,19.5,44,0.324,0.459,0.398,27.3,13.6,12.8,0.293,0.413,0.365,29
Urías, Luis,649966,MIL,FF,4-Seamer,0.2,0,168,34.6,44,0.275,0.4,0.328,22.8,27.3,21.1,0.249,0.33,0.292,35.7
Sogard, Eric,519299,MIL,FF,4-Seamer,1,2,153,30.7,44,0.306,0.472,0.385,0,4.5,4.9,0.333,0.418,0.383,11.4
Mondesi, Adalberto,609275,KC,CH,Changeup,2.4,4,167,19.7,44,0.282,0.385,0.358,37.6,15.9,17.9,0.252,0.358,0.313,15.6
Trout, Mike,545361,LAA,SL,Slider,0.5,1,177,17.3,44,0.2,0.55,0.342,29.2,34.1,22.4,0.17,0.374,0.27,32
Wolters, Tony,547172,COL,FF,4-Seamer,1.5,3,176,42.7,44,0.308,0.41,0.377,13.7,15.9,24.1,0.31,0.434,0.363,25
d'Arnaud, Travis,518595,ATL,SL,Slider,-0.2,0,157,23.2,44,0.256,0.487,0.358,47.3,29.5,23.6,0.24,0.438,0.332,42.3
Kelly, Carson,608348,ARI,FF,4-Seamer,-0.6,-1,203,40.1,44,0.205,0.462,0.326,21.7,20.5,18.8,0.209,0.411,0.31,53.3
Mazara, Nomar,608577,CWS,FF,4-Seamer,-1.6,-3,182,29.8,44,0.244,0.341,0.285,24.1,25,22,0.261,0.499,0.347,53.3
Piscotty, Stephen,572039,OAK,FF,4-Seamer,0.1,0,152,25.9,44,0.231,0.41,0.313,31.9,34.1,34.1,0.239,0.462,0.33,40
Votto, Joey,458015,CIN,SIFT,Sinker,1.2,2,200,21.7,44,0.281,0.469,0.444,14.9,6.8,5.9,0.284,0.412,0.405,37.9
Mendick, Danny,664901,CWS,FF,4-Seamer,-1.6,-3,173,37,44,0.205,0.359,0.317,27,25,22.9,0.223,0.328,0.282,31
Contreras, Willson,575929,CHC,SIFT,Sinker,0.1,0,192,22,44,0.182,0.242,0.314,21.7,22.7,18.9,0.287,0.458,0.416,60.9
Dozier, Hunter,641531,KC,SL,Slider,-0.3,-1,201,27.7,44,0.194,0.361,0.319,51.3,34.1,22.7,0.191,0.385,0.326,23.8
Grichuk, Randal,545341,TOR,SL,Slider,2.4,4,154,18,44,0.293,0.61,0.401,27.2,15.9,13.7,0.286,0.536,0.376,25.7
Thames, Eric,519346,WSH,FF,4-Seamer,-0.4,-1,174,30,44,0.256,0.462,0.35,23.8,36.4,24.6,0.265,0.568,0.384,73.9
Hoerner, Nico,663538,CHC,FF,4-Seamer,-1,-2,181,34.6,43,0.147,0.176,0.28,7.7,9.3,7.7,0.282,0.425,0.386,46.7
Moncada, Yoán,660162,CWS,SL,Slider,-3,-4,147,15,43,0.108,0.135,0.173,47.1,46.5,30.3,0.077,0.124,0.159,22.2
Inciarte, Ender,542255,ATL,FF,4-Seamer,-2.7,-6,207,38.5,43,0.139,0.139,0.202,27.5,16.3,11.7,0.183,0.233,0.256,10
Gomes, Yan,543228,WSH,FF,4-Seamer,-3.1,-4,131,32.3,43,0.162,0.378,0.263,14.7,16.3,21.9,0.22,0.444,0.301,42.4
Devers, Rafael,646240,BOS,SIFT,Sinker,3.5,5,136,13.9,43,0.316,0.632,0.455,14.5,14,17.6,0.339,0.642,0.447,40.6
Cruz, Nelson,443558,MIN,SIFT,Sinker,8.5,12,138,16.3,43,0.5,0.941,0.63,13.6,9.3,10.3,0.417,0.837,0.562,60
Kiermaier, Kevin,595281,TB,FF,4-Seamer,0.6,1,200,30.6,43,0.2,0.457,0.352,27.8,25.6,20.4,0.29,0.544,0.416,62.5
Freeman, Freddie,518692,ATL,SIFT,Sinker,5.4,9,168,16.5,43,0.395,0.684,0.508,15.7,16.3,17.5,0.358,0.688,0.468,58.1
Frazier, Clint,640449,NYY,FF,4-Seamer,1.7,3,185,26.9,43,0.394,0.788,0.528,19.4,11.6,11.6,0.32,0.648,0.458,48.3
LeMahieu, DJ,518934,NYY,SL,Slider,-0.6,-1,139,16.8,43,0.268,0.317,0.3,14.5,9.3,9.3,0.26,0.363,0.288,29.7
Kemp, Matt,461314,COL,FF,4-Seamer,-1.1,-2,179,32.7,43,0.27,0.459,0.366,30.4,34.9,31.9,0.234,0.453,0.346,40.9
Brantley, Michael,488726,HOU,SIFT,Sinker,-0.9,-1,154,21.4,43,0.333,0.444,0.398,5.3,7,12,0.256,0.388,0.347,30.3
Cooper, Garrett,643265,MIA,FF,4-Seamer,0.8,1,174,31.2,43,0.282,0.615,0.405,21.1,27.9,27.3,0.266,0.519,0.363,51.9
Arraez, Luis,650333,MIN,FF,4-Seamer,0.8,2,201,39.3,43,0.324,0.378,0.365,6,7,5.5,0.314,0.49,0.393,38.2
DeShields, Delino,592261,CLE,FF,4-Seamer,-1.1,-2,174,38.8,43,0.289,0.368,0.318,22.2,20.9,20.5,0.252,0.366,0.297,25.8
Kepler, Max,596146,MIN,SIFT,Sinker,-0.1,0,130,16.9,43,0.231,0.436,0.32,14.8,11.6,21.7,0.302,0.47,0.364,44.1
Rosario, Eddie,592696,MIN,CH,Changeup,5.2,7,131,15.8,43,0.359,0.692,0.469,19.1,9.3,12.1,0.314,0.549,0.397,25.7
Franco, Maikel,596748,KC,SIFT,Sinker,-1.1,-2,149,15.8,42,0.282,0.333,0.302,15.5,11.9,11.9,0.26,0.323,0.288,47.1
Lopes, Tim,621005,SEA,FF,4-Seamer,-1.2,-3,212,37.1,42,0.282,0.41,0.327,32.7,28.6,21.4,0.231,0.364,0.286,51.9
Quinn, Roman,596451,PHI,FF,4-Seamer,-1.4,-2,155,34.1,42,0.189,0.243,0.261,15.2,21.4,22,0.221,0.246,0.256,24.1
Suzuki, Kurt,435559,WSH,FF,4-Seamer,-0.8,-1,157,32.4,42,0.294,0.559,0.408,10.4,7.1,5.9,0.25,0.469,0.378,37.5
Pham, Tommy,502054,SD,FF,4-Seamer,0.3,1,173,34.7,42,0.182,0.303,0.313,20.7,19,16.3,0.279,0.581,0.432,60
