last_name, first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
Zunino, Mike,572287,TB,SL,Slider,-0.3,0,58,15.2,15,0.214,0.429,0.3,46.9,46.7,24.1,0.221,0.447,0.31,28.6
Bart, Joey,663698,SF,CUKC,Curveball,1.8,1,54,12.5,15,0.214,0.357,0.273,39.3,33.3,21.7,0.14,0.234,0.198,33.3
Stanton, Giancarlo,519317,NYY,SL,Slider,-0.6,-1,97,23.4,15,0.2,0.333,0.227,44.1,46.7,21.9,0.245,0.36,0.26,62.5
Soto, Juan,665742,WSH,CUKC,Curveball,11.3,7,64,7.7,15,0.538,1.308,0.757,10.5,6.7,9.1,0.444,1.242,0.694,41.7
Yastrzemski, Mike,573262,SF,FC,Cutter,6.3,4,57,6.1,15,0.333,0.867,0.493,26.9,40,31.6,0.213,0.364,0.245,33.3
Bell, Josh,605137,PIT,FC,Cutter,0.1,0,60,7,15,0.231,0.462,0.3,23.5,20,25,0.171,0.426,0.262,45.5
Bruce, Jay,457803,PHI,FC,Cutter,-0.3,0,67,16.2,15,0.143,0.357,0.24,42.1,46.7,29.2,0.162,0.34,0.243,28.6
Cruz, Nelson,443558,MIN,FC,Cutter,-5.6,-3,49,5.8,15,0.154,0.154,0.213,37.9,26.7,50,0.142,0.19,0.222,44.4
Varsho, Daulton,662139,ARI,SIFT,Sinker,-2.6,-2,63,14,14,0.154,0.462,0.282,24.1,14.3,20,0.163,0.222,0.21,27.3
Smith, Will,669257,LAD,CUKC,Curveball,1.6,1,67,11,14,0.182,0.273,0.304,43.8,28.6,23.5,0.213,0.267,0.311,14.3
Heim, Jonah,641680,OAK,FF,4-Seamer,-1.1,-1,57,39.6,14,0.231,0.231,0.243,11.5,7.1,11.1,0.315,0.622,0.415,50
Carpenter, Matt,572761,STL,FC,Cutter,-0.2,0,51,6.9,14,0.308,0.462,0.357,38.5,42.9,42.9,0.303,0.693,0.431,57.1
Reddick, Josh,502210,HOU,FC,Cutter,0.1,0,71,8.5,14,0.167,0.333,0.279,29.7,28.6,19,0.189,0.265,0.268,25
Adames, Willy,642715,TB,CUKC,Curveball,-1.8,-1,68,8.2,14,0.214,0.429,0.271,38.1,42.9,37.5,0.179,0.424,0.25,50
Locastro, Tim,641796,ARI,SIFT,Sinker,3.6,2,57,17.9,14,0.5,0.5,0.521,21.1,7.1,11.1,0.417,0.478,0.479,44.4
Smoak, Justin,475253,SF,CH,Changeup,-2.1,-1,59,10.6,14,0.143,0.286,0.243,28,14.3,13.3,0.14,0.172,0.138,8.3
Varsho, Daulton,662139,ARI,CUKC,Curveball,-2.4,-1,53,11.8,14,0.083,0.083,0.164,47.8,64.3,37.5,0.113,0.147,0.196,66.7
Contreras, Willson,575929,CHC,CH,Changeup,1.1,1,61,7,14,0.308,0.615,0.411,64.7,35.7,33.3,0.303,0.605,0.405,75
Slater, Austin,596103,SF,CUKC,Curveball,-1.6,-1,59,13.7,14,0.231,0.231,0.243,33.3,21.4,13,0.231,0.3,0.266,50
Duggar, Steven,621453,SF,FF,4-Seamer,-0.4,0,63,47.4,14,0.286,0.429,0.307,8,14.3,15.4,0.242,0.37,0.261,16.7
Story, Trevor,596115,COL,FC,Cutter,-1,-1,70,6.8,14,0.357,0.571,0.4,35.3,28.6,22.2,0.241,0.504,0.311,30
Aquino, Aristides,606157,CIN,FF,4-Seamer,4.1,2,59,26.9,14,0.364,0.909,0.564,18.2,14.3,11.8,0.364,0.854,0.545,33.3
Duvall, Adam,594807,ATL,FC,Cutter,5.2,3,58,7.3,14,0.5,1.25,0.721,18.2,7.1,5.9,0.265,0.604,0.411,54.5
Adams, Matt,571431,ATL,FF,4-Seamer,0.4,0,61,29.2,14,0.286,0.357,0.346,17.6,21.4,15,0.201,0.26,0.201,18.2
Crawford, Brandon,543063,SF,CUKC,Curveball,-0.9,-1,87,11.9,14,0.231,0.308,0.268,26.3,35.7,15.6,0.128,0.212,0.187,12.5
Gamel, Ben,592325,MIL,CUKC,Curveball,-2.3,-2,71,13.8,14,0.214,0.286,0.218,25.9,21.4,15.8,0.258,0.298,0.244,18.2
Beaty, Matt,607461,LAD,FF,4-Seamer,-1.5,-1,69,37.5,14,0.231,0.231,0.243,14.3,14.3,12.5,0.275,0.347,0.302,45.5
Merrifield, Whit,593160,KC,FC,Cutter,-0.7,-1,69,6.9,14,0.273,0.364,0.368,27.3,21.4,15.8,0.198,0.366,0.337,12.5
O'Hearn, Ryan,656811,KC,FC,Cutter,-2.9,-2,56,10,14,0.231,0.538,0.346,28.6,35.7,33.3,0.189,0.427,0.285,25
Goodwin, Brian,571718,CIN,SL,Slider,-1.5,-1,80,11.7,14,0.143,0.286,0.179,53.3,57.1,27.6,0.274,0.331,0.265,33.3
Lamb, Jake,571875,OAK,CUKC,Curveball,-3.2,-1,35,8.1,14,0.154,0.385,0.257,41.2,35.7,35.7,0.143,0.284,0.217,37.5
Davidson, Matt,571602,CIN,FF,4-Seamer,3.6,2,57,28.5,14,0.231,0.462,0.321,22.2,28.6,20,0.278,0.559,0.379,55.6
Grossman, Robbie,543257,OAK,SIFT,Sinker,2.2,1,54,7.2,14,0.455,0.818,0.575,8.7,7.1,8.3,0.374,0.692,0.502,70
Tauchman, Mike,643565,NYY,SIFT,Sinker,-2.4,-2,64,13.6,14,0.167,0.167,0.229,10.7,7.1,9.1,0.293,0.37,0.352,27.3
Kemp, Matt,461314,COL,CUKC,Curveball,5.1,3,58,10.6,14,0.4,0.5,0.482,42.9,28.6,16.7,0.244,0.338,0.38,16.7
Swanson, Dansby,621020,ATL,FC,Cutter,0.4,0,69,6.5,14,0.357,0.571,0.4,21.9,14.3,13.3,0.345,0.447,0.343,41.7
Lux, Gavin,666158,LAD,SL,Slider,5.1,2,39,14.1,14,0.167,0.667,0.386,27.8,14.3,16.7,0.281,0.713,0.452,40
Solano, Donovan,456781,SF,FC,Cutter,-4.4,-2,50,6.7,14,0.154,0.154,0.179,39.3,35.7,45.5,0.169,0.216,0.205,12.5
Ríos, Edwin,621458,LAD,SL,Slider,0.5,0,46,15.7,14,0.1,0.4,0.343,60.9,42.9,28.6,0.131,0.243,0.31,75
Hays, Austin,669720,BAL,FC,Cutter,3,1,44,8.2,14,0.462,0.462,0.436,0,0,0,0.312,0.464,0.362,15.4
Trout, Mike,545361,LAA,CH,Changeup,1.3,1,50,4.9,14,0.273,0.727,0.471,34.8,21.4,14.3,0.353,0.721,0.498,75
Upton, Justin,457708,LAA,FC,Cutter,2.4,1,56,8.2,14,0.286,0.786,0.439,44,28.6,30.8,0.304,0.755,0.436,40
Velazquez, Andrew,623205,BAL,SIFT,Sinker,2.6,1,51,15.9,14,0.4,0.4,0.438,33.3,28.6,28.6,0.158,0.207,0.288,14.3
Farmer, Kyle,571657,CIN,FF,4-Seamer,-0.8,-1,76,28,14,0.429,0.429,0.386,15.4,7.1,6.7,0.404,0.546,0.412,38.5
Dyson, Jarrod,502481,CWS,CH,Changeup,-4.2,-1,34,13.7,14,0.143,0.143,0.129,38.1,21.4,37.5,0.205,0.243,0.196,27.3
Gardner, Brett,458731,NYY,FC,Cutter,-4.8,-3,56,8.6,14,0,0,0.2,40,35.7,62.5,0.094,0.115,0.265,0
Carlson, Dylan,666185,STL,FC,Cutter,0.7,0,43,8.7,14,0.286,0.357,0.282,31.8,14.3,20,0.351,0.612,0.406,33.3
Cave, Jake,595909,MIN,FC,Cutter,6.4,2,33,6.5,14,0.417,1,0.604,28.6,28.6,33.3,0.36,0.813,0.517,62.5
Naylor, Josh,647304,CLE,SIFT,Sinker,-2.5,-1,57,15,14,0.25,0.25,0.293,10,7.1,11.1,0.263,0.289,0.312,54.5
Pujols, Albert,405395,LAA,CH,Changeup,-0.2,0,40,6.4,14,0.214,0.357,0.243,26.9,28.6,23.5,0.267,0.451,0.301,30
Mercado, Oscar,640458,CLE,SL,Slider,-2.8,-3,105,28.7,14,0.143,0.143,0.129,55.6,50,19.4,0.159,0.171,0.146,14.3
Sanó, Miguel,593934,MIN,FC,Cutter,-0.5,0,57,6.6,14,0.143,0.571,0.286,51.6,42.9,54.5,0.209,0.589,0.325,37.5
Cron, C.J.,543068,DET,FF,4-Seamer,0.4,0,73,34,14,0.1,0.2,0.289,51.7,50,41.2,0.124,0.389,0.349,66.7
Kendrick, Howie,435062,WSH,CH,Changeup,2.6,1,39,10.2,14,0.286,0.714,0.414,30,35.7,29.4,0.27,0.666,0.383,66.7
Naquin, Tyler,571980,CLE,CUKC,Curveball,-0.5,0,57,10.9,14,0.286,0.357,0.282,48.1,57.1,38.1,0.326,0.484,0.35,83.3
DeShields, Delino,592261,CLE,CUKC,Curveball,-4.2,-2,46,10.3,14,0.214,0.214,0.193,55.6,50,36.8,0.166,0.184,0.157,0
Ramos, Wilson,467092,NYM,FC,Cutter,12.4,5,44,8.3,14,0.615,1.385,0.775,10.7,0,0,0.639,1.398,0.818,64.3
Miller, Brad,543543,STL,FC,Cutter,-2.1,-1,61,8.7,14,0.167,0.583,0.357,46.4,57.1,42.1,0.174,0.423,0.309,50
Cabrera, Miguel,408234,DET,CH,Changeup,3,2,76,8.4,14,0.25,0.5,0.371,50,50,28,0.211,0.585,0.382,40
Villar, Jonathan,542340,TOR,FC,Cutter,-2.2,-1,54,6.7,14,0.143,0.143,0.193,28.6,21.4,21.4,0.197,0.246,0.192,18.2
Turner, Justin,457759,LAD,CUKC,Curveball,3.2,2,77,11.3,14,0.308,0.846,0.489,22.6,14.3,8,0.35,1.076,0.583,54.5
Fowler, Dexter,451594,STL,SL,Slider,0.7,0,68,15.1,14,0.231,0.308,0.268,38.7,42.9,21.4,0.189,0.214,0.215,0
Robert, Luis,673357,CWS,CH,Changeup,0.5,0,54,6.1,14,0.273,0.545,0.436,53.1,21.4,13.6,0.198,0.472,0.322,22.2
Stewart, DJ,621466,BAL,SL,Slider,4.5,3,59,11.9,14,0.385,0.692,0.475,43.3,35.7,27.8,0.342,0.748,0.468,75
Harper, Bryce,547180,PHI,FS,Splitter,2.2,1,30,3.1,14,0.308,0.385,0.332,29.2,14.3,22.2,0.386,0.677,0.47,36.4
Cordero, Franchy,614173,KC,FF,4-Seamer,1.6,1,64,37.2,14,0.364,0.455,0.432,8.8,7.1,3.8,0.386,0.454,0.442,40
Carlson, Dylan,666185,STL,CUKC,Curveball,-3.2,-2,73,14.8,14,0,0,0.05,35,35.7,26.3,0.119,0.226,0.186,25
Ramos, Wilson,467092,NYM,SL,Slider,-2.6,-2,89,16.8,14,0.214,0.286,0.218,33.3,42.9,23.1,0.156,0.237,0.167,37.5
Giménez, Andrés,665926,NYM,CH,Changeup,6.7,3,51,10.2,14,0.538,0.692,0.55,20.8,14.3,12.5,0.418,0.561,0.45,27.3
Iglesias, José,578428,BAL,FC,Cutter,5.7,3,60,10.6,14,0.538,0.769,0.575,11.1,14.3,11.8,0.389,0.484,0.404,54.5
Buxton, Byron,621439,MIN,CH,Changeup,-2.3,-1,37,8.4,14,0.214,0.5,0.296,57.1,57.1,42.1,0.142,0.238,0.161,50
Marmolejos, José,592530,SEA,SIFT,Sinker,4.7,2,48,10.7,14,0.25,0.5,0.436,0,14.3,16.7,0.221,0.456,0.345,50
Taylor, Michael A.,572191,WSH,SL,Slider,0.1,0,56,14.2,14,0.357,0.643,0.425,36,21.4,16.7,0.193,0.449,0.267,18.2
LeMahieu, DJ,518934,NYY,FC,Cutter,-0.8,0,52,6.3,14,0.385,0.385,0.371,16,7.1,7.1,0.311,0.359,0.326,33.3
García, Leury,544725,CWS,SIFT,Sinker,0.2,0,33,14.6,14,0.308,0.385,0.396,5.9,14.3,33.3,0.273,0.497,0.353,27.3
Taylor, Michael A.,572191,WSH,SIFT,Sinker,-7.9,-4,53,13.5,14,0,0,0.05,13.6,28.6,44.4,0.203,0.218,0.224,55.6
Soto, Juan,665742,WSH,FC,Cutter,3,2,54,6.5,14,0.417,0.75,0.525,18.2,14.3,12.5,0.293,0.533,0.4,50
Andújar, Miguel,609280,NYY,FF,4-Seamer,-1.4,-1,66,26.4,14,0.286,0.429,0.307,12.5,0,0,0.312,0.475,0.342,50
Devers, Rafael,646240,BOS,FS,Splitter,-2.2,-1,38,3.9,14,0.154,0.462,0.282,18.2,14.3,15.4,0.283,0.597,0.392,63.6
Madrigal, Nick,663611,CWS,CUKC,Curveball,1.2,1,46,10.8,14,0.286,0.286,0.321,19,14.3,10.5,0.253,0.274,0.242,8.3
Andújar, Miguel,609280,NYY,SIFT,Sinker,-13.6,-4,31,12.4,14,0.077,0.077,0.179,9.5,7.1,25,0.179,0.248,0.223,33.3
Kieboom, Carter,666198,WSH,SL,Slider,-0.2,0,106,19.8,14,0,0,0.3,38.5,42.9,15.4,0.047,0.057,0.33,0
Piscotty, Stephen,572039,OAK,FC,Cutter,-3.7,-2,50,8.5,14,0.286,0.286,0.257,33.3,28.6,40,0.197,0.295,0.21,30
Meadows, Austin,640457,TB,CUKC,Curveball,5.4,3,65,9.9,14,0.455,1,0.625,18.5,21.4,12,0.138,0.362,0.311,50
Judge, Aaron,592450,NYY,CUKC,Curveball,5.6,3,53,10.9,14,0.231,0.923,0.543,47.4,50,33.3,0.253,0.824,0.454,66.7
Andrus, Elvis,462101,TEX,CUKC,Curveball,-4.7,-2,51,12.4,14,0.071,0.143,0.089,22.2,21.4,10.7,0.171,0.258,0.185,27.3
Murphy, Sean,669221,OAK,FC,Cutter,2.4,1,61,10.4,14,0.364,0.364,0.407,30.4,14.3,18.2,0.353,0.443,0.424,55.6
Higashioka, Kyle,543309,NYY,FF,4-Seamer,3.7,2,49,27.5,14,0.357,0.643,0.425,17.2,7.1,5,0.281,0.615,0.371,38.5
Fisher, Derek,605233,TOR,FF,4-Seamer,0.9,0,52,29.2,14,0.308,0.769,0.461,39.1,35.7,26.3,0.222,0.623,0.367,75
Piscotty, Stephen,572039,OAK,CUKC,Curveball,5.6,4,73,12.4,14,0.308,0.692,0.436,27.3,21.4,13,0.286,0.443,0.339,60
Wieters, Matt,446308,STL,FF,4-Seamer,-5.6,-4,68,37,14,0.231,0.308,0.268,15.8,21.4,12,0.308,0.491,0.364,20
Dahl, David,621311,COL,CUKC,Curveball,-7.1,-3,37,9.4,14,0.071,0.071,0.064,37.5,35.7,29.4,0.186,0.217,0.171,11.1
Bradley Jr., Jackie,598265,BOS,FC,Cutter,-7.7,-4,48,5.7,14,0.071,0.071,0.064,27.6,35.7,33.3,0.105,0.116,0.099,22.2
Schwarber, Kyle,656941,CHC,FC,Cutter,0.5,0,58,6.1,14,0.2,0.2,0.329,29.2,42.9,31.6,0.185,0.221,0.327,25
Bader, Harrison,664056,STL,CUKC,Curveball,-3.7,-2,58,11.1,13,0.083,0.083,0.123,26.3,38.5,33.3,0.128,0.2,0.182,14.3
McBroom, Ryan,643436,KC,CH,Changeup,-4.1,-2,39,10.7,13,0.077,0.308,0.154,60,61.5,42.1,0.102,0.338,0.178,40
Allen, Greg,656185,SD,FF,4-Seamer,-8.2,-3,38,31.1,13,0.091,0.182,0.204,22.2,23.1,42.9,0.155,0.202,0.238,25
Slater, Austin,596103,SF,CH,Changeup,2,1,48,11.1,13,0.182,0.455,0.331,37.5,30.8,21.1,0.172,0.398,0.31,28.6
Ruf, Darin,573131,SF,SIFT,Sinker,-1,-1,65,15.5,13,0.2,0.3,0.327,16,0,0,0.257,0.313,0.354,40
Lowe, Brandon,664040,TB,FC,Cutter,5.8,3,51,5.8,13,0.462,0.923,0.585,27.6,30.8,28.6,0.395,0.915,0.54,44.4
Perez, Michael,605421,TB,SIFT,Sinker,-0.7,0,63,17.2,13,0.25,0.333,0.288,17.9,7.7,14.3,0.381,0.736,0.484,27.3
Renfroe, Hunter,592669,TB,FC,Cutter,-0.9,0,45,7.9,13,0.083,0.333,0.277,44.4,38.5,35.7,0.162,0.21,0.201,14.3
Margot, Manuel,622534,TB,CUKC,Curveball,-1.2,0,41,7,13,0.231,0.385,0.331,9.1,7.7,8.3,0.388,0.518,0.396,50
Smith, Kevan,607345,TB,FF,4-Seamer,0.6,0,65,39.9,13,0.333,0.5,0.385,22.9,38.5,22.7,0.259,0.522,0.357,71.4
Brosseau, Mike,670712,TB,CUKC,Curveball,4.4,2,45,11.9,13,0.5,1.083,0.612,25,30.8,33.3,0.29,0.626,0.351,66.7
Rojas, Josh,668942,ARI,SL,Slider,-5.5,-3,58,19.1,13,0,0,0,21.9,23.1,10.7,0.194,0.218,0.183,0
Duvall, Adam,594807,ATL,CUKC,Curveball,3,2,77,9.6,13,0.231,0.462,0.362,26.1,30.8,19,0.299,0.458,0.325,33.3
Albies, Ozzie,645277,ATL,SIFT,Sinker,3.7,2,49,11,13,0.417,0.667,0.554,15.4,15.4,40,0.268,0.414,0.322,50
Sandoval, Pablo,467055,ATL,SL,Slider,-1.3,-1,53,14.9,13,0.182,0.182,0.315,31.3,23.1,20,0.177,0.221,0.255,50
Flowers, Tyler,452095,ATL,SIFT,Sinker,1.5,1,63,19.2,13,0.417,0.583,0.454,22.2,38.5,35.7,0.242,0.358,0.29,28.6
Smith Jr., Dwight,596105,BAL,CH,Changeup,-3.5,-2,46,16,13,0.154,0.154,0.138,45.5,30.8,26.7,0.16,0.183,0.151,22.2
Santander, Anthony,623993,BAL,SL,Slider,3.7,2,61,10.4,13,0.385,1.077,0.596,26.5,15.4,9.1,0.258,0.479,0.308,63.6
Stewart, DJ,621466,BAL,CH,Changeup,1.7,1,53,10.7,13,0.273,0.636,0.404,32,30.8,23.5,0.21,0.363,0.282,37.5
Hays, Austin,669720,BAL,CH,Changeup,1.3,1,44,8.2,13,0.417,0.833,0.485,21.9,0,0,0.326,0.531,0.361,15.4
Severino, Pedro,600474,BAL,CH,Changeup,0.4,0,72,9.7,13,0.25,0.25,0.262,57.1,38.5,18.5,0.226,0.262,0.253,42.9
Stewart, DJ,621466,BAL,CUKC,Curveball,3.8,3,73,14.8,13,0.364,0.636,0.469,44.8,38.5,20.8,0.254,0.47,0.367,33.3
Davis, Chris,448801,BAL,FF,4-Seamer,-3.9,-3,76,34.7,13,0.154,0.231,0.165,40,23.1,15.8,0.141,0.263,0.17,40
Dalbec, Bobby,666915,BOS,SIFT,Sinker,-2,-1,58,15.2,13,0.182,0.182,0.246,46.4,38.5,29.4,0.138,0.154,0.216,16.7
Plawecki, Kevin,608700,BOS,SL,Slider,3.6,2,61,18.8,13,0.364,0.455,0.412,37.5,30.8,20,0.3,0.51,0.397,42.9
Lin, Tzu-Wei,624407,BOS,CH,Changeup,-4.3,-2,37,16.7,13,0.167,0.167,0.15,43.5,38.5,27.8,0.103,0.12,0.1,0
Devers, Rafael,646240,BOS,FC,Cutter,4.7,3,65,6.6,13,0.333,0.667,0.442,15.2,15.4,11.1,0.12,0.252,0.197,20
Caratini, Victor,605170,CHC,CUKC,Curveball,-0.3,0,87,16.1,13,0,0,0.215,45.5,30.8,14.8,0.072,0.081,0.263,20
Bote, David,623520,CHC,CH,Changeup,-2.5,-1,55,9.2,13,0.1,0.1,0.231,15.8,15.4,10,0.195,0.241,0.309,25
Davidson, Matt,571602,CIN,SL,Slider,-5.5,-2,43,21.5,13,0,0,0.054,40.7,30.8,21.1,0.193,0.411,0.286,50
Galvis, Freddy,520471,CIN,FC,Cutter,-0.1,0,47,7.6,13,0.167,0.667,0.362,37,15.4,15.4,0.083,0.112,0.134,10
Farmer, Kyle,571657,CIN,SIFT,Sinker,1.9,1,56,20.7,13,0.455,0.545,0.481,0,0,0,0.341,0.42,0.391,54.5
Barnhart, Tucker,571466,CIN,CUKC,Curveball,0.2,0,72,16.5,13,0.182,0.182,0.246,30,30.8,21.1,0.154,0.181,0.234,0
Naylor, Josh,647304,CLE,CH,Changeup,-1.4,-1,46,12.1,13,0.308,0.462,0.331,25,23.1,18.8,0.31,0.459,0.327,60
Wolters, Tony,547172,COL,CH,Changeup,-1.3,-1,51,12.4,13,0.167,0.167,0.192,43.5,30.8,30.8,0.299,0.34,0.314,0
Wolters, Tony,547172,COL,SIFT,Sinker,4.1,2,44,10.7,13,0.455,0.455,0.433,5.9,0,0,0.422,0.502,0.428,8.3
Hilliard, Sam,656541,COL,CH,Changeup,-2.5,-1,53,10.8,13,0.091,0.182,0.204,46.2,30.8,28.6,0.116,0.16,0.209,28.6
Encarnación, Edwin,429665,CWS,FC,Cutter,-0.5,0,44,5.6,13,0.182,0.455,0.331,33.3,30.8,30.8,0.309,0.658,0.446,42.9
McCann, James,543510,CWS,CUKC,Curveball,3,2,52,11.5,13,0.385,1.154,0.627,32,38.5,26.3,0.253,0.648,0.367,62.5
Paredes, Isaac,670623,DET,SIFT,Sinker,-1,-1,68,15.1,13,0.182,0.273,0.273,9.7,23.1,21.4,0.12,0.123,0.203,12.5
Schoop, Jonathan,570731,DET,CH,Changeup,7.6,3,42,6.7,13,0.417,0.667,0.554,27.6,15.4,13.3,0.247,0.513,0.349,20
Cabrera, Miguel,408234,DET,FC,Cutter,1.3,1,43,4.7,13,0.3,0.3,0.369,19,15.4,22.2,0.273,0.376,0.376,25
Bregman, Alex,608324,HOU,CUKC,Curveball,1.7,1,67,9.1,13,0.25,0.583,0.373,21.1,30.8,22.2,0.188,0.293,0.244,25
Brantley, Michael,488726,HOU,CUKC,Curveball,-2.1,-1,62,8.6,13,0.077,0.154,0.096,42.1,46.2,37.5,0.158,0.22,0.162,42.9
Díaz, Aledmys,649557,HOU,SIFT,Sinker,-2.4,-1,40,18.5,13,0.308,0.615,0.388,14.3,15.4,16.7,0.345,0.507,0.364,27.3
Rengifo, Luis,650859,LAA,SL,Slider,-3.8,-2,51,11.6,13,0.083,0.083,0.192,27.3,46.2,22.2,0.111,0.124,0.151,0
Fletcher, David,664058,LAA,CH,Changeup,-3.9,-2,54,6,13,0.077,0.154,0.096,15,15.4,15.4,0.217,0.263,0.208,9.1
Pederson, Joc,592626,LAD,CUKC,Curveball,0.2,0,58,10.5,13,0.273,0.636,0.427,42.9,30.8,20,0.295,0.528,0.403,57.1
Barnes, Austin,605131,LAD,SL,Slider,-0.8,-1,64,16.4,13,0.091,0.182,0.204,26.3,46.2,28.6,0.142,0.223,0.239,40
Díaz, Lewin,650331,MIA,FF,4-Seamer,-5.3,-3,52,30.6,13,0,0,0.054,14.3,23.1,25,0.115,0.229,0.188,33.3
Brinson, Lewis,621446,MIA,CUKC,Curveball,3.2,2,61,14.2,13,0.231,0.538,0.319,12.5,7.7,5.3,0.37,0.633,0.424,33.3
Cervelli, Francisco,465041,MIA,SIFT,Sinker,7,3,43,19.5,13,0.4,0.7,0.592,10.5,7.7,10,0.325,0.665,0.48,55.6
Sanó, Miguel,593934,MIN,CUKC,Curveball,-0.3,0,70,8.1,13,0.182,0.273,0.273,64,61.5,47.1,0.07,0.081,0.163,0
Buxton, Byron,621439,MIN,CUKC,Curveball,-2.2,-1,43,9.7,13,0.231,0.231,0.208,54.8,46.2,37.5,0.128,0.141,0.125,28.6
Ramos, Wilson,467092,NYM,CUKC,Curveball,-2.6,-2,69,13,13,0.154,0.231,0.165,33.3,30.8,16.7,0.187,0.231,0.186,22.2
Sánchez, Gary,596142,NYY,FC,Cutter,-1.6,-1,70,9,13,0.111,0.111,0.285,12.9,0,0,0.222,0.361,0.388,44.4
Ford, Mike,645801,NYY,CH,Changeup,-0.4,0,60,16.9,13,0.182,0.364,0.3,54.5,30.8,25,0.154,0.3,0.27,42.9
Quinn, Roman,596451,PHI,FC,Cutter,-2.8,-1,39,8.6,13,0.231,0.231,0.277,22.7,23.1,27.3,0.224,0.248,0.21,10
Quinn, Roman,596451,PHI,SIFT,Sinker,-0.3,0,60,13.2,13,0.385,0.538,0.4,10,15.4,15.4,0.326,0.393,0.314,54.5
Realmuto, J.T.,592663,PHI,FC,Cutter,-1.9,-1,59,8,13,0.167,0.167,0.192,23.1,38.5,31.3,0.244,0.377,0.299,57.1
Haseley, Adam,656514,PHI,SIFT,Sinker,3.9,2,49,13.3,13,0.5,0.6,0.604,21.1,7.7,12.5,0.235,0.305,0.344,33.3
Gregorius, Didi,544369,PHI,FC,Cutter,-2,-2,83,9.2,13,0.182,0.273,0.219,21.1,7.7,5.3,0.238,0.359,0.274,36.4
Tucker, Cole,657061,PIT,SL,Slider,-5.9,-3,50,11.7,13,0,0,0.054,33.3,30.8,25,0.083,0.096,0.121,12.5
Reynolds, Bryan,668804,PIT,FC,Cutter,-2.9,-2,59,6.8,13,0.154,0.154,0.138,33.3,38.5,41.7,0.152,0.203,0.152,25
Riddle, JT,595375,PIT,SIFT,Sinker,-2.9,-1,38,15.6,13,0.154,0.154,0.208,17.4,15.4,28.6,0.217,0.252,0.206,36.4
Bishop, Braden,623323,SEA,FF,4-Seamer,5.8,2,41,35,13,0.4,0.5,0.446,13,23.1,42.9,0.23,0.345,0.32,37.5
Torrens, Luis,620443,SEA,SIFT,Sinker,0.5,0,41,13.9,13,0.333,0.667,0.442,5.6,0,0,0.343,0.472,0.381,66.7
Crawford, J.P.,641487,SEA,FC,Cutter,-0.9,0,45,4.8,13,0.231,0.231,0.208,12,23.1,18.8,0.229,0.262,0.216,30
Fowler, Dexter,451594,STL,CH,Changeup,-1.5,-1,69,15.3,13,0.231,0.231,0.208,34.4,30.8,20,0.187,0.243,0.19,0
Choo, Shin-Soo,425783,TEX,CUKC,Curveball,2.6,1,53,10.1,13,0.182,0.182,0.246,38.5,46.2,27.3,0.214,0.372,0.316,20
Andrus, Elvis,462101,TEX,FC,Cutter,-3.9,-2,40,9.7,13,0.167,0.167,0.192,12.5,7.7,5.3,0.201,0.255,0.239,18.2
Santana, Danny,542454,TEX,SL,Slider,-1.9,-1,49,18.8,13,0.1,0.1,0.177,48.1,46.2,33.3,0.11,0.134,0.239,20
Huff, Sam,669087,TEX,FF,4-Seamer,1.8,1,56,40.3,13,0.273,0.818,0.485,28,23.1,14.3,0.315,0.785,0.489,50
Heineman, Scott,595981,TEX,SIFT,Sinker,-4.5,-2,35,18.3,13,0.154,0.231,0.165,12,7.7,10,0.223,0.304,0.227,41.7
Andrus, Elvis,462101,TEX,SIFT,Sinker,-6.1,-3,48,11.7,13,0.083,0.167,0.15,10.5,23.1,37.5,0.226,0.3,0.261,77.8
Drury, Brandon,592273,TOR,FF,4-Seamer,-4.4,-2,52,27.7,13,0.083,0.083,0.123,8,7.7,4.8,0.214,0.35,0.274,27.3
Shaw, Travis,543768,TOR,CUKC,Curveball,4.4,4,92,13,13,0.4,0.6,0.492,18.8,15.4,7.1,0.414,0.726,0.531,62.5
Thames, Eric,519346,WSH,FC,Cutter,2.8,1,43,7.4,13,0.417,0.5,0.427,10,7.7,5.9,0.357,0.472,0.386,27.3
Taylor, Michael A.,572191,WSH,CH,Changeup,7.1,3,46,11.7,13,0.273,0.909,0.512,52.6,30.8,23.5,0.289,0.783,0.481,28.6
Kieboom, Carter,666198,WSH,CUKC,Curveball,-2.4,-2,67,12.5,13,0.083,0.083,0.123,47.1,46.2,25,0.086,0.114,0.133,16.7
Kieboom, Carter,666198,WSH,FC,Cutter,-2.5,-1,44,8.2,13,0.308,0.385,0.304,18.5,23.1,20,0.201,0.245,0.195,40
Holt, Brock,571788,WSH,CH,Changeup,-1.1,-1,49,10.6,13,0.154,0.231,0.165,38.1,30.8,40,0.214,0.23,0.2,0
Vargas, Ildemaro,545121,CHC,SL,Slider,-5.7,-2,39,16.5,12,0.167,0.167,0.15,18.2,16.7,11.1,0.243,0.277,0.231,20
Hoerner, Nico,663538,CHC,CUKC,Curveball,0.2,0,53,10.1,12,0.167,0.167,0.15,39.1,41.7,22.7,0.165,0.187,0.161,14.3
